country,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,hosp_patients,hosp_patients_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,icu_patients,icu_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,stringency_index,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,code,continent,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,human_development_index
United States,2020-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-04,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-05,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-06,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-07,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-08,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-09,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-11,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-12,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-13,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-15,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-17,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-18,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-19,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-20,1,1,0.14285715,0.0029279662,0.0029279662,4.182809e-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-21,1,0,0.14285715,0.0029279662,0,4.182809e-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-22,1,0,0.14285715,0.0029279662,0,4.182809e-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-23,1,0,0.14285715,0.0029279662,0,4.182809e-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-24,1,0,0.14285715,0.0029279662,0,4.182809e-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-25,6,5,0.85714287,0.017567797,0.014639831,0.0025096852,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-26,7,1,1,0.020495763,0.0029279662,0.0029279662,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-27,7,0,0.85714287,0.020495763,0,0.0025096852,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-28,8,1,1,0.02342373,0.0029279662,0.0029279662,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-29,8,0,1,0.02342373,0,0.0029279662,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-30,8,0,1,0.02342373,0,0.0029279662,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-01-31,8,0,1,0.02342373,0,0.0029279662,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-01,8,0,0.2857143,0.02342373,0,8.365618e-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-02,9,1,0.2857143,0.026351696,0.0029279662,8.365618e-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-03,10,1,0.42857143,0.029279662,0.0029279662,0.0012548426,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-04,13,3,0.71428573,0.03806356,0.008783898,0.0020914045,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-05,17,4,1.2857143,0.049775425,0.011711865,0.003764528,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-06,19,2,1.5714285,0.05563136,0.0058559324,0.0046010897,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-07,19,0,1.5714285,0.05563136,0,0.0046010897,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-08,19,0,1.5714285,0.05563136,0,0.0046010897,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-09,20,1,1.5714285,0.058559325,0.0029279662,0.0046010897,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-10,20,0,1.4285715,0.058559325,0,0.004182809,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-11,20,0,1,0.058559325,0,0.0029279662,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-12,20,0,0.42857143,0.058559325,0,0.0012548426,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-13,20,0,0.14285715,0.058559325,0,4.182809e-4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-14,22,2,0.42857143,0.06441525,0.0058559324,0.0012548426,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-15,23,1,0.5714286,0.06734322,0.0029279662,0.0016731236,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-16,24,1,0.5714286,0.07027119,0.0029279662,0.0016731236,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-17,24,0,0.5714286,0.07027119,0,0.0016731236,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-18,24,0,0.5714286,0.07027119,0,0.0016731236,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-19,26,2,0.85714287,0.07612712,0.0058559324,0.0025096852,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-20,31,5,1.5714285,0.09076695,0.014639831,0.0046010897,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-21,34,3,1.7142857,0.09955085,0.008783898,0.0050193705,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-22,35,1,1.7142857,0.10247882,0.0029279662,0.0050193705,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-23,40,5,2.2857144,0.11711865,0.014639831,0.0066924943,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-24,48,8,3.4285715,0.14054237,0.02342373,0.010038741,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-25,48,0,3.4285715,0.14054237,0,0.010038741,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-26,52,4,3.7142856,0.15225424,0.011711865,0.010875303,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-27,56,4,3.5714285,0.1639661,0.011711865,0.010457022,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-28,64,8,4.285714,0.18738984,0.02342373,0.012548426,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-02-29,69,5,4.857143,0.20202968,0.014639831,0.01422155,1,1,0.14285715,0.0029279662,0.0029279662,4.182809e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-03-01,73,4,4.714286,0.21374153,0.011711865,0.01380327,1,0,0.14285715,0.0029279662,0,4.182809e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,348,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
United States,2020-03-02,82,9,4.857143,0.24009323,0.026351696,0.01422155,2,1,0.2857143,0.0058559324,0.0029279662,8.365618e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,863,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,North America,341533996,37.336647033691406,37.720001220703125,77.97889709472656,64623.125,NA,10.699999809265137,NA,2.869999885559082,NA
